"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"919",16,"Keelan Marion",ATL,"WR331","11","-","-","3 out of 5 stars","-"
"920",16,"Hank Beatty",TEN,"WR332","9","-","-","3 out of 5 stars","-"
"921",16,"Max Tomczak",BUF,"WR333","7","-","-","4 out of 5 stars","-"
"922",16,"Ja'Mori Maclin",BUF,"WR334","7","-","-","4 out of 5 stars","-"
"923",16,"Wesley Grimes",SF,"WR335","8","-","-","2 out of 5 stars","-"
"924",16,"Jackson Meeks",DET,"WR336","6","-","-","4 out of 5 stars","-"
"925",16,"Kobe Prentice",NYG,"WR337","8","-","-","4 out of 5 stars","-"
"926",16,"Kyle Dixon",NE,"WR338","11","-","-","2 out of 5 stars","-"
"927",16,"Courtney Jackson",TEN,"WR339","9","-","-","3 out of 5 stars","-"
"928",16,"Lance McCutcheon",TEN,"WR340","9","-","-","3 out of 5 stars","-"
"929",16,"Luke Floriea",CLE,"WR341","11","-","-","3 out of 5 stars","-"
"930",16,"Brock Rechsteiner",NO,"WR342","8","-","-","3 out of 5 stars","-"
"931",16,"Kole Wilson",CLE,"WR343","11","-","-","3 out of 5 stars","-"
"932",16,"Bryson Green",FA,"WR344","-","-","-","-","-"
"933",16,"Cornelius Johnson",BAL,"WR345","13","-","-","4 out of 5 stars","-"
"934",16,"Xavier Guillory",BAL,"WR346","13","-","-","4 out of 5 stars","-"
"935",16,"Harrison Wallace III",ARI,"WR347","14","-","-","2 out of 5 stars","-651"
"936",16,"Cortez Braham Jr.",BAL,"WR348","13","-","-","4 out of 5 stars","-"
"937",16,"Octavian Smith Jr.",BAL,"WR349","13","-","-","4 out of 5 stars","-"
"938",16,"Irv Charles",SEA,"WR350","11","-","-","3 out of 5 stars","-"
"939",16,"Phillip Dorsett II",LV,"WR351","13","-","-","2 out of 5 stars","-"
"940",16,"Trenton Irwin",SF,"WR352","8","-","-","2 out of 5 stars","-"
"941",16,"Ihmir Smith-Marsette",ARI,"WR353","14","-","-","2 out of 5 stars","-"
